,run_length,genres,release_date,rating,movie_rated_pg-13,movie_rated_r,movie_rated_pg,movie_rated_g,movie_rated_not rated,movie_rated_approved,movie_rated_passed,movie_rated_nc-17,movie_rated_tv-ma,movie_rated_null,movie_rated_gp,movie_rated_m/pg,movie_rated_tv-14,movie_rated_tv-pg
1124,1h 34min,Comedy; Romance; ,5,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1125,2h 8min,Romance; ,4,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1126,1h 32min,Comedy; Romance; ,8,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1127,2h 9min,Comedy; Romance; ,5,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1128,1h 56min,Romance; ,11,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1129,2h 6min,Romance; ,5,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1130,1h 49min,Comedy; Romance; ,6,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1131,1h 44min,Comedy; Romance; ,11,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1132,1h 59min,Comedy; Romance; ,6,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1133,1h 39min,Comedy; Romance; ,1,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1134,2h 14min,Romance; ,0,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1135,2h 16min,Romance; ,9,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1136,1h 49min,Comedy; Romance; ,11,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1137,1h 40min,Comedy; Romance; ,8,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1138,1h 34min,Comedy; Romance; ,5,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1139,1h 48min,Comedy; Romance; ,9,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1140,2h 5min,Romance; ,1,4.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1141,1h 58min,Comedy; Romance; ,1,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1142,1h 37min,Comedy; Romance; ,2,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1143,1h 48min,Comedy; Romance; ,5,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1144,1h 59min,Comedy; Romance; ,6,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1145,3h 58min,Romance; ,0,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1146,1h 59min,Comedy; Romance; ,2,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1147,1h 52min,Comedy; Romance; ,9,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1148,2h 19min,Comedy; Romance; ,11,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1149,2h 4min,Comedy; Romance; ,4,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1150,2h 7min,Romance; ,5,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1151,2h 5min,Comedy; Romance; ,4,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1152,1h 41min,Romance; ,0,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1153,1h 51min,Comedy; Romance; ,3,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1154,1h 46min,Comedy; Romance; ,11,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1155,1h 55min,Comedy; Romance; ,11,6.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1156,1h 33min,Comedy; Romance; ,3,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1157,2h 9min,Romance; ,10,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1158,2h 16min,Romance; ,11,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1159,2h 3min,Romance; ,0,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1160,1h 46min,Romance; ,2,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1161,1h 36min,Comedy; Romance; ,7,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1162,2h 1min,Comedy; Romance; ,2,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1163,2h 19min,Comedy; Romance; ,11,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1164,2h 16min,Comedy; Romance; ,11,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1165,1h 50min,Romance; ,5,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1166,2h 4min,Romance; ,0,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1167,1h 20min,Romance; ,6,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1168,1h 40min,Comedy; Romance; ,0,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1169,1h 30min,Comedy; Romance; ,8,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1170,1h 37min,Romance; ,10,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1171,2h 17min,Comedy; Romance; ,11,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1172,1h 37min,Comedy; Romance; ,3,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1173,1h 59min,Romance; ,1,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1174,1h 38min,Comedy; Romance; ,1,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1175,1h 57min,Comedy; Romance; ,1,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1176,1h 43min,Comedy; Romance; ,3,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1177,2h 21min,Romance; ,8,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1178,2h 58min,Romance; ,10,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1179,1h 48min,Comedy; Romance; ,6,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1180,1h 48min,Comedy; Romance; ,0,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1181,1h 59min,Comedy; Romance; ,9,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1182,2h,Romance; ,10,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1183,1h 42min,Comedy; Romance; ,7,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1184,1h 56min,Comedy; Romance; ,1,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1185,2h 4min,Romance; ,0,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1186,1h 59min,Romance; ,8,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1187,1h 36min,Comedy; Romance; ,6,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1188,1h 44min,Romance; ,11,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1189,1h 49min,Comedy; Romance; ,3,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1190,1h 46min,Romance; ,5,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1191,2h 6min,Comedy; Romance; ,11,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1192,2h 12min,Romance; ,0,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1193,1h 41min,Romance; ,0,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1194,1h 40min,Romance; ,7,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1195,1h 45min,Comedy; Romance; ,2,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1196,2h 7min,Romance; ,6,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1197,1h 59min,Romance; ,0,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1198,1h 35min,Comedy; Romance; ,6,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1199,1h 32min,Comedy; Romance; ,5,5.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1200,2h 28min,Action; Adventure; Sci-Fi; ,6,8.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1201,2h 16min,Action; Sci-Fi; ,2,8.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1202,2h 49min,Adventure; Drama; Sci-Fi; ,10,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1203,2h 23min,Action; Adventure; Sci-Fi; ,4,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1204,2h 10min,Drama; Mystery; Sci-Fi; ,9,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1205,1h 56min,Adventure; Comedy; Sci-Fi; ,6,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1206,2h 12min,Action; Drama; Sci-Fi; ,2,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1207,2h 17min,Action; Sci-Fi; ,6,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1208,2h 6min,Action; Adventure; Sci-Fi; ,4,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1209,1h 43min,Comedy; Drama; Sci-Fi; ,5,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1210,1h 48min,Drama; Romance; Sci-Fi; ,2,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1211,2h,Action; Adventure; Sci-Fi; ,4,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1212,2h 18min,Action; Adventure; Sci-Fi; ,11,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1213,2h 7min,Action; Adventure; Sci-Fi; ,5,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1214,2h 22min,Action; Adventure; Sci-Fi; ,2,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1215,2h 29min,Action; Adventure; Sci-Fi; ,3,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1216,1h 47min,Action; Sci-Fi; ,9,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1217,1h 57min,Horror; Sci-Fi; ,5,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1218,1h 31min,Drama; Sci-Fi; Thriller; ,9,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1219,2h 10min,Action; Adventure; Sci-Fi; ,4,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1220,2h 16min,Crime; Drama; Sci-Fi; ,1,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1221,2h 24min,Adventure; Drama; Sci-Fi; ,9,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1222,1h 53min,Drama; Mystery; Sci-Fi; ,0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1223,2h 4min,Action; Adventure; Sci-Fi; ,6,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1224,2h 21min,Action; Adventure; Sci-Fi; ,4,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1225,2h 16min,Action; Adventure; Sci-Fi; ,3,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1226,2h 4min,Action; Adventure; Sci-Fi; ,4,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1227,2h 23min,Action; Adventure; Sci-Fi; ,5,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1228,1h 57min,Action; Sci-Fi; Thriller; ,5,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1229,2h 1min,Action; Adventure; Sci-Fi; ,4,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1230,2h 12min,Action; Adventure; Sci-Fi; ,4,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1231,2h 27min,Action; Adventure; Sci-Fi; ,4,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1232,2h 17min,Action; Adventure; Sci-Fi; ,6,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1233,2h 11min,Action; Adventure; Sci-Fi; ,5,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1234,1h 52min,Action; Sci-Fi; Thriller; ,7,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1235,2h 17min,Action; Drama; Sci-Fi; ,2,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1236,2h 31min,Action; Adventure; Sci-Fi; ,2,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1237,2h 14min,Action; Adventure; Sci-Fi; ,1,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1238,2h 24min,Action; Adventure; Sci-Fi; ,6,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1239,2h 29min,Adventure; Sci-Fi; ,4,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1240,1h 53min,Action; Adventure; Sci-Fi; ,5,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1241,2h 7min,Action; Adventure; Sci-Fi; ,4,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1242,1h 56min,Drama; Mystery; Sci-Fi; ,10,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1243,2h 4min,Action; Adventure; Sci-Fi; ,5,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1244,2h 9min,Mystery; Sci-Fi; Thriller; ,0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1245,1h 44min,Action; Adventure; Sci-Fi; ,6,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1246,2h 4min,Adventure; Mystery; Sci-Fi; ,5,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1247,2h 16min,Action; Adventure; Sci-Fi; ,6,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1248,2h 13min,Action; Adventure; Sci-Fi; ,11,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1249,2h 7min,Action; Adventure; Sci-Fi; ,5,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1250,1h 53min,Action; Drama; Sci-Fi; ,8,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1251,2h 6min,Drama; Romance; Sci-Fi; ,0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1252,2h 25min,Action; Adventure; Sci-Fi; ,6,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1253,1h 45min,Sci-Fi; Thriller; ,2,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1254,2h 18min,Action; Sci-Fi; ,4,7.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1255,2h 14min,Action; Sci-Fi; Thriller; ,4,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1256,2h 13min,Action; Adventure; Sci-Fi; ,6,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1257,1h 45min,Action; Drama; Sci-Fi; ,7,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1258,1h 55min,Action; Drama; Sci-Fi; ,6,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1259,2h 19min,Action; Adventure; Sci-Fi; ,4,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1260,2h 4min,Action; Adventure; Sci-Fi; ,3,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1261,1h 44min,Action; Adventure; Sci-Fi; ,4,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1262,1h 48min,Adventure; Comedy; Sci-Fi; ,10,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1263,1h 48min,Drama; Mystery; Sci-Fi; ,3,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1264,2h 11min,Action; Adventure; Sci-Fi; ,6,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1265,1h 47min,Action; Adventure; Sci-Fi; ,4,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1266,2h 12min,Action; Adventure; Sci-Fi; ,4,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1267,1h 49min,Drama; Sci-Fi; Thriller; ,0,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1268,1h 53min,Drama; Sci-Fi; Thriller; ,0,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1269,2h 9min,Action; Sci-Fi; ,10,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1270,1h 29min,Action; Sci-Fi; Thriller; ,6,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1271,1h 52min,Action; Adventure; Sci-Fi; ,5,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1272,2h 6min,Action; Adventure; Sci-Fi; ,4,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1273,2h 6min,Action; Adventure; Sci-Fi; ,6,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1274,2h 3min,Action; Adventure; Sci-Fi; ,2,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1275,1h 49min,Action; Drama; Sci-Fi; ,7,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1276,2h 22min,Action; Adventure; Sci-Fi; ,4,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1277,1h 56min,Adventure; Sci-Fi; Thriller; ,5,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1278,1h 53min,Action; Mystery; Sci-Fi; ,8,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1279,2h 4min,Action; Adventure; Sci-Fi; ,4,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1280,2h 3min,Action; Adventure; Sci-Fi; ,10,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1281,1h 58min,Adventure; Comedy; Sci-Fi; ,4,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1282,2h 31min,Action; Adventure; Sci-Fi; ,6,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1283,1h 30min,Drama; Horror; Sci-Fi; ,3,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1284,2h 24min,Action; Adventure; Sci-Fi; ,4,6.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1285,2h 34min,Action; Adventure; Sci-Fi; ,5,6.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1286,1h 46min,Drama; Mystery; Sci-Fi; ,10,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1287,2h 29min,Action; Adventure; Sci-Fi; ,5,6.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1288,1h 49min,Action; Sci-Fi; ,6,6.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1289,2h 3min,Action; Adventure; Sci-Fi; ,4,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1290,2h 9min,Action; Adventure; Sci-Fi; ,4,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1291,1h 53min,Drama; Horror; Sci-Fi; ,5,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1292,1h 47min,Action; Adventure; Sci-Fi; ,5,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1293,1h 49min,Action; Sci-Fi; Thriller; ,9,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1294,1h 55min,Sci-Fi; ,5,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1295,1h 49min,Horror; Mystery; Sci-Fi; ,5,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1296,2h 20min,Action; Adventure; Sci-Fi; ,2,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1297,2h 38min,Action; Adventure; Sci-Fi; ,10,5.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1298,2h 18min,Action; Crime; Sci-Fi; ,5,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1299,1h 55min,Action; Adventure; Sci-Fi; ,4,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1300,1h 58min,Crime; Drama; Thriller; ,1,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1301,2h 31min,Crime; Drama; Thriller; ,9,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1302,1h 53min,Mystery; Thriller; ,4,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1303,2h 18min,Mystery; Thriller; ,1,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1304,1h 51min,Action; Crime; Thriller; ,9,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1305,1h 46min,Crime; Mystery; Thriller; ,7,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1306,1h 39min,Crime; Drama; Thriller; ,8,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1307,1h 47min,Drama; Mystery; Thriller; ,7,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1308,2h 29min,Drama; Mystery; Thriller; ,9,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1309,2h 2min,Crime; Drama; Thriller; ,10,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1310,2h 2min,Crime; Drama; Thriller; ,9,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1311,2h 12min,Action; Thriller; ,6,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1312,1h 31min,Drama; Sci-Fi; Thriller; ,9,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1313,2h 4min,Crime; Thriller; ,3,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1314,1h 48min,Drama; Thriller; ,11,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1315,1h 57min,Action; Sci-Fi; Thriller; ,5,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1316,2h 17min,Action; Crime; Thriller; ,3,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1317,1h 54min,Biography; Drama; Thriller; ,11,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1318,1h 52min,Action; Sci-Fi; Thriller; ,7,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1319,2h 23min,Action; Adventure; Thriller; ,10,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1320,1h 38min,Crime; Drama; Thriller; ,3,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1321,1h 55min,Action; Mystery; Thriller; ,7,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1322,1h 55min,Crime; Mystery; Thriller; ,4,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1323,1h 49min,Horror; Mystery; Thriller; ,8,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1324,2h 24min,Action; Adventure; Thriller; ,10,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1325,2h 9min,Mystery; Sci-Fi; Thriller; ,0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1326,2h,Biography; Drama; Thriller; ,9,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1327,2h 50min,Crime; Drama; Thriller; ,11,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1328,1h 30min,Action; Thriller; ,0,7.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1329,2h 4min,Adventure; Thriller; ,5,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1330,1h 45min,Sci-Fi; Thriller; ,2,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1331,1h 41min,Action; Crime; Thriller; ,9,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1332,2h 14min,Action; Sci-Fi; Thriller; ,4,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1333,1h 56min,Crime; Thriller; ,11,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1334,1h 59min,Action; Mystery; Thriller; ,5,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1335,2h 23min,Adventure; Drama; Thriller; ,11,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1336,1h 44min,Horror; Mystery; Thriller; ,1,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1337,1h 49min,Drama; Sci-Fi; Thriller; ,0,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1338,2h 12min,Action; Adventure; Thriller; ,11,7.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1339,1h 57min,Crime; Drama; Thriller; ,9,7.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1340,2h 12min,Comedy; Drama; Thriller; ,10,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1341,1h 53min,Drama; Sci-Fi; Thriller; ,0,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1342,1h 29min,Action; Sci-Fi; Thriller; ,6,6.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1343,1h 52min,Mystery; Thriller; ,8,8.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1344,1h 52min,Horror; Mystery; Thriller; ,6,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1345,1h 48min,Action; Mystery; Thriller; ,6,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1346,1h 52min,Crime; Drama; Thriller; ,4,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1347,2h 11min,Drama; Thriller; War; ,6,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1348,1h 56min,Adventure; Sci-Fi; Thriller; ,5,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1349,1h 57min,Horror; Thriller; ,0,7.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1350,1h 46min,Action; Adventure; Thriller; ,10,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1351,2h 29min,Mystery; Thriller; ,4,6.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1352,2h 8min,Action; Thriller; ,5,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1353,2h 2min,Crime; Drama; Thriller; ,9,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1354,1h 50min,Action; Adventure; Thriller; ,4,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1355,2h 28min,Action; Adventure; Thriller; ,10,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1356,1h 49min,Action; Sci-Fi; Thriller; ,9,6.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1357,2h 10min,Action; Adventure; Thriller; ,4,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1358,2h 8min,Action; Adventure; Thriller; ,4,7.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1359,1h 58min,Drama; Thriller; ,0,8.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1360,2h 17min,Action; Adventure; Thriller; ,3,7.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1361,2h,Crime; Drama; Thriller; ,7,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1362,2h 5min,Crime; Thriller; ,11,6.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1363,1h 41min,Drama; Thriller; ,11,7.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1364,2h 8min,Mystery; Romance; Thriller; ,4,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1365,2h 2min,Action; Crime; Thriller; ,1,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False
