,movie_rated,run_length,release_date,rating,genre_action,genre_adventure,genre_sci-fi,genre_drama,genre_fantasy,genre_war,genre_comedy,genre_animation,genre_crime,genre_thriller,genre_mystery,genre_horror,genre_biography,genre_history,genre_music,genre_sport,genre_romance,genre_western
1168,PG-13,1h 40min,20 January 2012 (USA),7.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1169,R,1h 30min,27 September 2013 (USA),6.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1170,PG-13,1h 37min,22 November 2006 (USA),7.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1171,R,2h 17min,6 December 2019 (USA),8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1172,R,1h 37min,13 April 2001 (USA),6.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1173,R,1h 59min,11 February 2000 (USA),6.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1174,PG-13,1h 38min,1 February 2013 (USA),6.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1175,PG-13,1h 57min,11 February 2011 (USA),6.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1176,G,1h 43min,11 April 1952 (USA),8.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1177,R,2h 21min,26 September 2013 (USA),7.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1178,PG-13,2h 58min,13 November 1998 (USA),7.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1179,PG-13,1h 48min,18 July 2008 (USA),6.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1180,R,1h 48min,21 January 2011 (USA),6.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1181,R,1h 59min,16 October 2015 (Ireland),7.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1182,PG-13,2h,1 November 1996 (USA),6.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1183,R,1h 42min,20 August 2004 (USA),7.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1184,PG-13,1h 56min,7 February 2003 (USA),6.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1185,R,2h 4min,20 January 2006 (USA),7.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1186,R,1h 59min,10 September 1993 (USA),7.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1187,R,1h 36min,24 July 2009 (USA),6.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1188,R,1h 44min,3 December 2004 (USA),7.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1189,R,1h 49min,9 April 2004 (USA),6.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1190,PG-13,1h 46min,3 June 2016 (USA),7.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1191,PG-13,2h 6min,21 December 2007 (USA),7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1192,R,2h 12min,19 January 2018 (USA),7.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1193,PG,1h 41min,25 January 2002 (USA),7.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1194,PG-13,1h 40min,21 August 1987 (USA),7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1195,R,1h 45min,20 March 2009 (USA),7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1196,PG-13,2h 7min,13 July 1990 (USA),7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1197,R,1h 59min,23 January 2009 (USA),7.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1198,R,1h 35min,21 July 1989 (USA),7.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1199,R,1h 32min,24 June 2011 (USA),5.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1200,PG-13,2h 28min,16 July 2010 (USA),8.8,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1201,R,2h 16min,31 March 1999 (USA),8.7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1202,PG-13,2h 49min,7 November 2014 (USA),8.6,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1203,PG-13,2h 23min,4 May 2012 (USA),8.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1204,PG-13,2h 10min,20 October 2006 (USA),8.5,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1205,PG,1h 56min,3 July 1985 (USA),8.5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1206,R,2h 12min,17 March 2006 (USA),8.2,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1207,R,2h 17min,3 July 1991 (USA),8.5,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1208,PG-13,2h 6min,2 May 2008 (USA),7.9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1209,PG,1h 43min,5 June 1998 (USA),8.1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1210,R,1h 48min,19 March 2004 (USA),8.3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1211,R,2h,15 May 2015 (USA),8.1,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1212,PG-13,2h 18min,18 December 2015 (USA),7.9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1213,PG-13,2h 7min,11 June 1993 (USA),8.1,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1214,PG-13,2h 22min,23 March 2012 (USA),7.2,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1215,PG-13,2h 29min,27 April 2018 (USA),8.4,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1216,R,1h 47min,26 October 1984 (USA),8.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1217,R,1h 57min,22 June 1979 (USA),8.4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1218,PG-13,1h 31min,4 October 2013 (USA),7.7,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1219,PG-13,2h 10min,3 May 2013 (USA),7.2,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1220,R,2h 16min,2 February 1972 (USA),8.3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1221,PG-13,2h 24min,2 October 2015 (USA),8.0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1222,R,1h 53min,30 January 2002 (France),8.0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1223,PG-13,2h 4min,22 July 2011 (USA),6.9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1224,PG-13,2h 21min,1 May 2015 (USA),7.3,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1225,PG-13,2h 16min,4 April 2014 (USA),7.7,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1226,PG-13,2h 4min,7 May 2010 (USA),7.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1227,PG-13,2h 23min,14 June 2013 (USA),7.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1228,R,1h 57min,25 June 1982 (USA),8.1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1229,PG-13,2h 1min,3 May 2002 (USA),7.3,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1230,PG-13,2h 12min,23 May 2014 (USA),8.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1231,PG-13,2h 27min,6 May 2016 (USA),7.8,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1232,R,2h 17min,18 July 1986 (USA),8.3,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1233,PG-13,2h 11min,3 June 2011 (USA),7.7,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1234,R,1h 52min,14 August 2009 (USA),7.9,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1235,R,2h 17min,3 March 2017 (USA),8.1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1236,PG-13,2h 31min,25 March 2016 (USA),6.4,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1237,PG-13,2h 14min,16 February 2018 (USA),7.3,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1238,PG-13,2h 24min,3 July 2007 (USA),7.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1239,G,2h 29min,12 May 1968 (UK),8.3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1240,PG-13,1h 53min,6 June 2014 (USA),7.9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1241,PG-13,2h 7min,8 May 2009 (USA),7.9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1242,PG-13,1h 56min,11 November 2016 (USA),7.9,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1243,PG-13,2h 4min,12 June 2015 (USA),7.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1244,R,2h 9min,5 January 1996 (USA),8.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1245,PG-13,1h 44min,14 July 2000 (USA),7.4,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1246,R,2h 4min,8 June 2012 (USA),7.0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1247,PG-13,2h 16min,3 July 2012 (USA),6.9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1248,PG-13,2h 13min,16 December 2016 (USA),7.8,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1249,PG-13,2h 7min,30 June 2004 (USA),7.3,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1250,R,1h 53min,28 September 2012 (USA),7.4,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1251,R,2h 6min,10 January 2014 (USA),8.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1252,PG-13,2h 25min,3 July 1996 (USA),7.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1253,PG-13,1h 45min,18 March 2011 (USA),7.4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1254,R,2h 18min,15 May 2003 (USA),7.2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1255,PG-13,2h 14min,2 May 2003 (USA),7.4,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1256,PG-13,2h 13min,7 July 2017 (USA),7.4,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1257,PG-13,1h 45min,5 August 2011 (USA),7.6,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1258,PG-13,1h 55min,16 July 2004 (USA),7.1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1259,PG-13,2h 19min,4 May 2007 (USA),6.2,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1260,PG-13,2h 4min,19 April 2013 (USA),7.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1261,PG-13,1h 44min,26 May 2006 (USA),6.7,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1262,PG,1h 48min,22 November 1989 (USA),7.8,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1263,R,1h 48min,24 April 2015 (USA),7.7,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1264,PG-13,2h 11min,12 July 2013 (USA),6.9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1265,PG-13,1h 47min,1 May 2009 (USA),6.6,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1266,PG-13,2h 12min,16 May 2013 (USA),7.7,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1267,R,1h 49min,5 January 2007 (USA),7.9,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1268,R,1h 53min,23 January 2004 (USA),7.6,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1269,R,2h 9min,5 November 2003 (USA),6.8,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1270,R,1h 29min,25 July 2014 (USA),6.4,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1271,PG-13,1h 52min,13 June 2008 (USA),6.7,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1272,PG-13,2h 6min,9 May 1997 (USA),7.7,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1273,PG-13,2h 6min,26 July 2013 (USA),6.7,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1274,PG-13,2h 3min,8 March 2019 (USA),6.9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1275,R,1h 49min,9 August 2013 (USA),6.6,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1276,PG-13,2h 22min,2 May 2014 (USA),6.6,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1277,PG-13,1h 56min,29 June 2005 (USA),6.5,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1278,PG-13,1h 53min,19 September 2014 (USA),6.8,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1279,PG-13,2h 4min,28 May 2004 (USA),6.4,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1280,PG-13,2h 3min,21 November 2014 (USA),6.6,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1281,PG,1h 58min,25 May 1990 (USA),7.4,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1282,PG-13,2h 31min,1 July 1998 (USA),6.7,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1283,PG-13,1h 30min,6 April 2018 (USA),7.5,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1284,PG-13,2h 24min,27 May 2016 (USA),6.9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1285,PG-13,2h 34min,29 June 2011 (USA),6.2,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1286,PG-13,1h 46min,22 November 2000 (USA),7.3,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1287,PG-13,2h 29min,24 June 2009 (USA),6.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1288,R,1h 49min,2 July 2003 (USA),6.3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1289,PG-13,2h 3min,16 May 2014 (USA),6.4,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1290,PG-13,2h 9min,23 May 1997 (USA),6.6,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1291,R,1h 53min,27 June 2003 (USA),7.6,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1292,R,1h 47min,12 June 1987 (USA),7.8,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1293,PG-13,1h 49min,28 October 2011 (USA),6.7,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1294,PG,1h 55min,11 June 1982 (USA),7.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1295,R,1h 49min,25 June 1982 (USA),8.1,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1296,PG-13,2h 20min,29 March 2018 (USA),7.5,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1297,PG-13,2h 38min,13 November 2009 (USA),5.8,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1298,R,2h 18min,27 June 1997 (USA),7.3,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1299,PG-13,1h 55min,21 May 2009 (USA),6.5,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1300,R,1h 58min,14 February 1991 (USA),8.6,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1301,R,2h 31min,6 October 2006 (USA),8.5,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1302,R,1h 53min,25 May 2001 (USA),8.4,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1303,R,2h 18min,19 February 2010 (USA),8.1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1304,R,1h 51min,10 October 2003 (USA),8.1,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1305,R,1h 46min,16 August 1995 (USA),8.5,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
1306,R,1h 39min,2 September 1992 (France),8.3,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1307,PG-13,1h 47min,6 August 1999 (USA),8.1,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1308,R,2h 29min,3 October 2014 (USA),8.1,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1309,R,2h 2min,21 November 2007 (USA),8.1,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1310,R,2h 2min,4 October 2019 (USA),8.5,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1311,R,2h 12min,20 July 1988 (USA),8.2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1312,PG-13,1h 31min,4 October 2013 (USA),7.7,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1313,R,2h 4min,1 April 2005 (USA),8.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1314,R,1h 48min,17 December 2010 (USA),8.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1315,R,1h 57min,25 June 1982 (USA),8.1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1316,R,2h 17min,16 April 2004 (USA),8.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1317,PG-13,1h 54min,25 December 2014 (USA),8.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1318,R,1h 52min,14 August 2009 (USA),7.9,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1319,PG-13,2h 23min,9 November 2012 (USA),7.7,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1320,R,1h 38min,5 April 1996 (USA),8.1,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1321,PG-13,1h 55min,3 August 2007 (USA),8.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1322,PG-13,1h 55min,31 May 2013 (USA),7.3,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
1323,R,1h 49min,8 September 1960 (USA),8.5,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1324,PG-13,2h 24min,17 November 2006 (USA),8.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1325,R,2h 9min,5 January 1996 (USA),8.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1326,R,2h,12 October 2012 (USA),7.7,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1327,R,2h 50min,15 December 1995 (USA),8.2,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1328,PG-13,1h 30min,30 January 2009 (USA),7.8,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1329,PG,2h 4min,20 June 1975 (USA),8.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1330,PG-13,1h 45min,18 March 2011 (USA),7.4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1331,R,1h 41min,24 October 2014 (USA),7.4,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1332,PG-13,2h 14min,2 May 2003 (USA),7.4,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1333,PG-13,1h 56min,7 December 2001 (USA),7.7,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1334,PG-13,1h 59min,14 June 2002 (USA),7.9,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1335,R,2h 23min,8 December 2006 (USA),8.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1336,R,1h 44min,24 February 2017 (USA),7.7,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1337,R,1h 49min,5 January 2007 (USA),7.9,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1338,PG-13,2h 12min,21 December 2011 (USA),7.4,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1339,R,1h 57min,31 October 2014 (USA),7.9,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1340,R,2h 12min,8 November 2019 (USA),8.6,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1341,R,1h 53min,23 January 2004 (USA),7.6,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1342,R,1h 29min,25 July 2014 (USA),6.4,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1343,PG,1h 52min,September 1954 (USA),8.4,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1344,R,1h 52min,19 July 2013 (USA),7.5,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1345,PG-13,1h 48min,23 July 2004 (USA),7.7,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1346,R,1h 52min,6 May 2005 (USA),7.7,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1347,R,2h 11min,31 July 2009 (USA),7.6,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1348,PG-13,1h 56min,29 June 2005 (USA),6.5,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1349,PG-13,1h 57min,20 January 2017 (USA),7.3,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1350,PG-13,1h 46min,14 November 2008 (USA),6.6,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1351,PG-13,2h 29min,19 May 2006 (USA),6.6,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1352,PG-13,2h 8min,27 June 2007 (USA),7.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1353,R,2h 2min,5 October 2001 (USA),7.7,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1354,PG-13,1h 50min,22 May 1996 (USA),7.1,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1355,PG-13,2h 28min,6 November 2015 (USA),6.8,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1356,PG-13,1h 49min,28 October 2011 (USA),6.7,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1357,PG-13,2h 10min,24 May 2013 (USA),7.1,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1358,R,2h 8min,19 May 1995 (USA),7.6,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1359,R,1h 58min,22 January 2016 (USA),8.1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1360,PG-13,2h 17min,3 April 2015 (USA),7.1,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1361,R,2h,6 August 2004 (USA),7.5,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1362,PG-13,2h 5min,10 December 2004 (USA),6.5,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1363,R,1h 41min,3 December 2004 (USA),7.7,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1364,PG,2h 8min,22 May 1958 (UK),8.3,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
1365,R,2h 2min,10 February 2017 (USA),7.5,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1366,R,2h 17min,30 March 2007 (USA),8.4,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1367,R,2h 5min,17 September 2010 (USA),7.5,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1368,PG-13,1h 46min,22 June 2001 (USA),6.8,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1369,PG-13,1h 51min,30 May 2003 (USA),7.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1370,R,2h 9min,12 September 1997 (USA),7.8,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1371,PG-13,1h 52min,10 June 2011 (USA),7.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1372,PG-13,2h 11min,31 July 2015 (USA),7.4,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1373,PG-13,1h 44min,10 August 2001 (USA),7.6,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1374,R,2h 4min,3 July 1990 (USA),7.2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1375,R,2h 12min,26 September 2014 (USA),7.2,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1376,PG-13,2h 6min,5 May 2006 (USA),6.9,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1377,R,1h 56min,10 June 1994 (USA),7.2,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1378,R,1h 43min,13 August 2010 (USA),6.5,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1379,R,2h 24min,17 October 1997 (USA),7.5,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1380,R,2h 18min,2 November 2012 (USA),7.3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1381,PG-13,2h 2min,8 June 2007 (USA),6.9,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1382,R,2h 27min,19 October 2001 (USA),8.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1383,R,2h 34min,25 December 1997 (USA),7.5,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1384,PG-13,2h 3min,24 May 2000 (USA),6.1,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1385,R,2h 16min,7 June 1996 (USA),7.4,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
