,movie_rated,run_length,release_date,rating,genre_action,genre_adventure,genre_sci-fi,genre_drama,genre_fantasy,genre_war,genre_comedy,genre_animation,genre_crime,genre_thriller,genre_mystery,genre_horror,genre_biography,genre_history,genre_music,genre_sport,genre_romance,genre_western
307,G,1h 32min,2 November 2001 (USA),8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
308,R,1h 42min,19 January 2001 (USA),8.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
309,G,1h 43min,18 June 2010 (USA),8.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
310,R,1h 52min,13 July 2012 (India),8.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
311,R,1h 57min,6 March 1998 (USA),8.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
312,R,1h 40min,5 June 2009 (USA),7.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
313,R,2h 2min,8 February 2002 (USA),8.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
314,R,1h 39min,28 March 2014 (USA),8.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
315,R,2h 2min,25 December 2012 (USA),7.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
316,G,1h 51min,29 June 2007 (USA),8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
317,PG-13,1h 56min,12 February 1999 (USA),8.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
318,PG,1h 30min,18 May 2001 (USA),7.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
319,PG,1h 35min,19 June 2015 (USA),8.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
320,R,2h 9min,13 February 2015 (USA),7.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
321,PG,1h 41min,12 February 1993 (USA),8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
322,R,1h 59min,14 November 2014 (USA),7.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
323,R,1h 46min,29 June 2012 (USA),6.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
324,PG-13,2h 10min,3 November 2017 (USA),7.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
325,PG,1h 42min,27 November 2013 (USA),7.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
326,PG-13,1h 57min,17 July 2015 (USA),7.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
327,PG-13,2h 16min,5 May 2017 (USA),7.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
328,R,1h 47min,28 August 1998 (UK),8.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
329,R,1h 57min,16 April 2010 (USA),7.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
330,G,1h 32min,24 November 1999 (USA),7.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
331,R,1h 53min,17 August 2007 (USA),7.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
332,R,1h 28min,2 October 2009 (USA),7.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
333,PG-13,1h 38min,2 July 1997 (USA),7.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
334,R,1h 49min,16 March 2012 (USA),7.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
335,R,1h 39min,24 September 2004 (USA),7.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
336,PG,1h 35min,9 July 2010 (USA),7.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
337,PG,1h 31min,6 December 1979 (India),8.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
338,R,2h 41min,26 July 2019 (USA),7.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
339,PG-13,2h 8min,25 December 2016 (USA),8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
340,PG-13,1h 36min,25 December 2007 (USA),7.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
341,R,1h 41min,14 April 2000 (USA),7.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
342,PG,1h 48min,22 November 1989 (USA),7.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
343,PG-13,1h 35min,7 August 2009 (USA),7.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
344,PG-13,1h 58min,29 July 2011 (USA),7.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
345,R,1h 59min,18 May 2018 (USA),7.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
346,R,1h 42min,26 May 2011 (USA),6.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
347,R,2h 1min,20 April 2007 (USA),7.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
348,PG,1h 43min,16 November 1990 (USA),7.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
349,R,2h 12min,8 November 2019 (USA),8.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
350,PG-13,2h,10 June 2005 (USA),6.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
351,PG,1h 35min,29 January 1964 (USA),8.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
352,R,1h 41min,18 August 2006 (USA),7.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
353,PG,1h 21min,15 March 2002 (USA),7.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
354,PG,1h 48min,4 March 2016 (USA),8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
355,R,1h 38min,8 July 2011 (USA),6.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
356,R,2h 15min,14 November 2003 (USA),7.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
357,PG,1h 55min,15 July 2005 (USA),6.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
358,PG,1h 33min,19 May 2004 (USA),7.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
359,PG,2h 8min,9 June 1989 (USA),8.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
360,R,1h 55min,1 December 2017 (USA),8.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
361,R,1h 42min,3 October 2003 (USA),7.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
362,PG,1h 40min,24 November 2010 (USA),7.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
363,PG-13,2h 8min,18 June 2004 (USA),7.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
364,R,1h 50min,7 August 2013 (USA),7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
365,PG,1h 58min,25 May 1990 (USA),7.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
366,R,1h 56min,19 August 2005 (USA),7.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
367,R,1h 47min,29 February 2008 (USA),7.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
368,PG-13,1h 34min,10 June 2011 (USA),7.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
369,R,1h 47min,12 June 2013 (USA),6.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
370,R,1h 47min,13 August 2008 (USA),7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
371,PG,1h 41min,2 November 2012 (USA),7.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
372,R,1h 35min,9 July 1999 (USA),7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
373,PG-13,1h 52min,13 August 2010 (USA),7.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
374,PG-13,1h 41min,23 May 2003 (USA),6.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
375,PG,1h 33min,22 June 2012 (USA),7.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
376,PG,1h 38min,3 July 2013 (USA),7.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
377,G,1h 30min,25 November 1992 (USA),8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
378,PG-13,1h 49min,30 June 2006 (USA),6.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
379,R,1h 34min,17 August 1979 (USA),8.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
380,PG,1h 26min,27 May 2005 (USA),6.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
381,G,1h 57min,9 June 2006 (USA),7.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
382,PG-13,1h 32min,17 September 2010 (USA),7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
383,PG-13,1h 47min,16 December 1994 (USA),7.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
384,R,1h 24min,3 November 2006 (USA),7.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
385,PG,1h 45min,8 June 1984 (USA),7.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
386,R,2h 10min,23 December 2015 (USA),7.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
387,R,1h 37min,15 February 1985 (USA),7.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
388,R,2h 9min,1 June 2007 (USA),6.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
389,PG-13,2h 10min,27 November 2019 (USA),7.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
390,R,1h 52min,13 June 2014 (USA),7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
391,PG-13,1h 41min,29 July 1994 (USA),6.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
392,PG-13,1h 28min,3 July 2002 (USA),6.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
393,PG-13,2h 10min,16 November 2018 (USA),8.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
394,R,1h 49min,22 July 2011 (USA),6.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
395,PG-13,2h 50min,25 December 2009 (India),8.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
396,PG-13,1h 44min,19 December 2008 (USA),6.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
397,PG-13,1h 46min,25 May 2012 (USA),6.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
398,R,1h 59min,15 July 2005 (USA),6.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
399,PG-13,1h 34min,9 July 2004 (USA),7.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
400,PG-13,2h 32min,18 July 2008 (USA),9.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
401,R,2h 34min,14 October 1994 (USA),8.9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
402,R,2h 55min,24 March 1972 (USA),9.2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
403,R,2h 7min,22 September 1995 (USA),8.6,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
404,R,1h 58min,14 February 1991 (USA),8.6,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
405,R,2h 31min,6 October 2006 (USA),8.5,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
406,R,3h,25 December 2013 (USA),8.2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
407,R,3h 9min,10 December 1999 (USA),8.6,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
408,R,3h 22min,18 December 1974 (USA),9.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
409,R,1h 50min,18 November 1994 (USA),8.5,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
410,R,2h 26min,21 September 1990 (USA),8.7,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
411,R,1h 51min,10 October 2003 (USA),8.1,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
412,R,1h 46min,16 August 1995 (USA),8.5,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
413,R,1h 39min,2 September 1992 (France),8.3,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
414,R,2h 2min,21 November 2007 (USA),8.1,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
415,R,2h 2min,4 October 2019 (USA),8.5,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
416,PG-13,2h 21min,25 December 2002 (USA),8.1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
417,R,1h 42min,19 January 2001 (USA),8.3,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
418,R,2h 16min,2 February 1972 (USA),8.3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
419,R,2h 4min,1 April 2005 (USA),8.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
420,R,2h 50min,9 December 1983 (USA),8.3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
421,R,1h 57min,6 March 1998 (USA),8.1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
422,R,1h 54min,9 February 1976 (USA),8.3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
423,R,2h 10min,13 February 2004 (USA),8.6,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
424,R,1h 39min,28 March 2014 (USA),8.1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
425,R,2h 17min,16 April 2004 (USA),8.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
426,Approved,1h 36min,10 April 1957 (USA),8.9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
427,R,1h 38min,5 April 1996 (USA),8.1,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
428,PG-13,1h 55min,31 May 2013 (USA),7.3,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
429,R,2h 33min,20 September 2013 (USA),8.1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
430,R,2h 50min,15 December 1995 (USA),8.2,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
431,R,1h 40min,16 September 2011 (USA),7.8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
432,R,1h 47min,28 August 1998 (UK),8.2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
433,R,2h 18min,19 September 1997 (USA),8.2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
434,R,1h 57min,16 April 2010 (USA),7.6,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
435,R,1h 41min,24 October 2014 (USA),7.4,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
436,PG-13,1h 56min,7 December 2001 (USA),7.7,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
437,R,1h 49min,16 March 2012 (USA),7.2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
438,PG-13,2h 25min,21 June 2002 (USA),7.6,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
439,R,2h 48min,30 December 2015 (USA),7.8,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
440,R,1h 41min,14 April 2000 (USA),7.6,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
441,R,2h 58min,22 November 1995 (USA),8.2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
442,R,1h 57min,31 October 2014 (USA),7.9,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
443,PG-13,2h,10 June 2005 (USA),6.5,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
444,R,2h 18min,20 December 2013 (USA),7.2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
445,R,2h 37min,2 March 2007 (USA),7.7,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
446,R,1h 53min,28 June 2017 (USA),7.6,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
447,R,1h 38min,8 July 2011 (USA),6.9,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
448,R,1h 52min,6 May 2005 (USA),7.7,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
449,PG-13,2h 14min,11 October 2013 (USA),7.8,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
450,R,2h 18min,15 October 2003 (USA),7.9,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
451,R,2h 38min,21 December 2011 (USA),7.8,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
452,R,1h 55min,1 December 2017 (USA),8.2,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
453,R,2h 9min,20 November 2015 (USA),8.1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
454,R,2h 47min,20 December 2002 (USA),7.5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
455,R,1h 50min,7 August 2013 (USA),7.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
456,R,2h 37min,2 November 2007 (USA),7.8,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
457,R,1h 47min,29 February 2008 (USA),7.9,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
458,R,2h 2min,5 October 2001 (USA),7.7,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
459,R,2h 1min,2 October 2015 (USA),7.6,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
460,R,1h 50min,27 June 2008 (USA),6.7,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
461,R,2h,6 August 2004 (USA),7.5,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
462,PG-13,2h 5min,10 December 2004 (USA),6.5,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
463,R,2h 42min,25 December 1990 (USA),7.6,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
464,R,2h 2min,10 February 2017 (USA),7.5,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
465,PG-13,2h 10min,29 April 2011 (USA),7.3,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
466,R,2h 18min,27 June 1997 (USA),7.3,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
467,PG-13,2h 10min,27 November 2019 (USA),7.9,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
468,R,2h 5min,17 September 2010 (USA),7.5,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
469,PG-13,1h 46min,22 June 2001 (USA),6.8,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
470,R,1h 52min,13 June 2014 (USA),7.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
471,PG-13,1h 51min,30 May 2003 (USA),7.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
472,PG-13,1h 41min,29 July 1994 (USA),6.9,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
473,R,2h 9min,24 March 2006 (USA),7.6,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
474,R,2h 12min,26 September 2014 (USA),7.2,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
475,R,2h 26min,23 April 2004 (USA),7.7,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
476,PG-13,2h 2min,8 June 2007 (USA),6.9,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
477,R,1h 51min,6 August 2008 (USA),6.9,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
478,R,2h 34min,25 December 1997 (USA),7.5,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
479,R,1h 36min,12 September 2008 (USA),7.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
480,R,3h 49min,1 June 1984 (USA),8.4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
481,R,3h 29min,27 November 2019 (USA),7.9,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
482,R,1h 50min,7 April 2006 (USA),7.7,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
483,PG,2h,20 November 1992 (USA),6.8,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
484,R,2h 2min,16 September 2005 (USA),7.6,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
485,PG-13,2h 6min,22 November 2006 (USA),7.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
486,Approved,2h 9min,16 March 1963 (USA),8.2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
487,R,1h 40min,23 May 2013 (USA),5.8,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
488,PG-13,1h 51min,15 October 2010 (USA),7.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
489,R,2h 2min,7 September 2007 (USA),7.7,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
490,PG-13,1h 32min,11 October 2002 (USA),6.8,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
491,R,1h 48min,19 January 1996 (USA),7.2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
492,PG-13,1h 47min,2 February 2001 (USA),7.7,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
493,R,2h 20min,1 July 2009 (USA),7.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
494,R,1h 59min,3 June 1987 (USA),7.9,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
495,R,1h 55min,6 June 1997 (USA),6.9,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
496,R,2h 7min,28 February 1997 (USA),7.7,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
497,PG-13,2h 6min,19 June 1992 (USA),7.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
498,R,1h 56min,20 May 2016 (USA),7.4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
499,R,1h 49min,16 October 2009 (USA),7.4,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
500,R,2h 22min,14 October 1994 (USA),9.3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
501,PG-13,2h 32min,18 July 2008 (USA),9.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
502,R,2h 19min,15 October 1999 (USA),8.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503,R,2h 34min,14 October 1994 (USA),8.9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
504,PG-13,2h 22min,6 July 1994 (USA),8.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
505,PG-13,2h 58min,19 December 2001 (USA),8.8,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
506,PG-13,3h 21min,17 December 2003 (USA),8.9,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
507,R,2h 55min,24 March 1972 (USA),9.2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
508,PG-13,2h 59min,18 December 2002 (USA),8.7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
509,PG-13,2h 49min,7 November 2014 (USA),8.6,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
510,R,2h 7min,22 September 1995 (USA),8.6,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
511,R,2h 45min,25 December 2012 (USA),8.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
512,R,2h 35min,5 May 2000 (USA),8.5,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
513,R,1h 58min,14 February 1991 (USA),8.6,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
514,R,2h 33min,21 August 2009 (USA),8.3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
515,R,2h 49min,24 July 1998 (USA),8.6,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
516,R,3h 15min,4 February 1994 (USA),8.9,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
517,R,2h 31min,6 October 2006 (USA),8.5,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
518,PG-13,2h 10min,20 October 2006 (USA),8.5,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
519,R,3h,25 December 2013 (USA),8.2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
520,R,3h 9min,10 December 1999 (USA),8.6,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
521,R,3h 22min,18 December 1974 (USA),9.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
522,R,2h 2min,1 October 1999 (USA),8.3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
523,PG-13,3h 14min,19 December 1997 (USA),7.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
524,R,1h 59min,20 November 1998 (USA),8.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
525,R,2h 12min,17 March 2006 (USA),8.2,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
526,R,1h 50min,18 November 1994 (USA),8.5,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
527,R,2h 26min,21 September 1990 (USA),8.7,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
528,R,2h 58min,24 May 1995 (USA),8.3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
529,G,1h 28min,24 June 1994 (USA),8.5,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
530,PG,1h 43min,5 June 1998 (USA),8.1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
